level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
30683,53399,,5,Wonderful and good application and even in translation.,wonderful and good application and even in translation.,Wonderful and good application and even in translation.,en,0.9481246471405028,positive,positive,0.765,positive,0.983383,0.0038562273,0.012760732,0.983383
30684,53400,,5,Ha 💓 💓 I advise everyone who wants to learn the English language to download it,ha 💓 💓 i advise everyone who want to learn the english language to download it,Haaaaaaaa 💓💓 I advise everyone who wants to learn the English language to download it,en,0.945418655872345,positive,positive,0.4019,positive,0.9465831,0.0023091645,0.05110775,0.9465831
30685,53401,,5,Wonderful for everyone who wants the correct English pronunciation it is free 📱,wonderful for everyone who want the correct english pronunciation it be free 📱,Wonderful for everyone who wants the correct English pronunciation it is free 📱,en,0.8284371495246887,positive,positive,0.8074,positive,0.9373716,0.0042369193,0.058391478,0.9373716
30686,53402,,5,Sweet application helps to exercise on the language and focuses on more than one skill,sweet application help to exercise on the language and focus on more than one skill,Sweet application helps to exercise on the language and focuses on more than one skill,en,0.9556894898414612,positive,positive,0.6908,neutral,0.39137164,0.012213401,0.39137164,0.596415
30687,53403,,5,My program increases strength in your pronunciation. A very beautiful program. I benefited from and continues to benefit,my program increase strength in your pronunciation. a very beautiful program. i benefit from and continue to benefit,My program increases strength in your pronunciation. A very beautiful program. I benefited from and continues to benefit,en,0.9243056178092957,positive,positive,0.9453,positive,0.98467505,0.0032950586,0.012029896,0.98467505
30688,53404,,5,A very wonderful program that helps to practice the English language,a very wonderful program that help to practice the english language,A very wonderful program that helps to practice the English language,en,0.9437287449836732,positive,positive,0.7713,positive,0.97836065,0.0023030855,0.019336227,0.97836065
30689,53405,,5,The best application to improve pronunciation in the English language,the best application to improve pronunciation in the english language,The best application to improve pronunciation in the English language,en,0.8150098323822021,positive,positive,0.7964,positive,0.8541364,0.008314027,0.13754952,0.8541364
30690,53406,,4,"Very good, sweet, and use it is easy, but in things except with money","very good, sweet, and use it be easy, but in thing except with money","Very good, sweet, and use it is easy, but in things except with money",en,0.9706737995147704,neutral,positive,0.6353,positive,0.93815523,0.009569749,0.052274987,0.93815523
30691,53407,,5,"A very, very cool application, as it makes you feel like you are in a real conversation with someone","a very, very cool application, as it make you feel like you be in a real conversation with someone","A very, very cool application, as it makes you feel like you are in a real conversation with someone",en,0.9806125164031982,positive,positive,0.6566,positive,0.9660403,0.003919658,0.030040037,0.9660403
30692,53408,,5,The best English language education program in the world,the best english language education program in the world,The best English language education program in the world,en,0.804315984249115,positive,positive,0.6369,positive,0.9761489,0.0027880103,0.021063127,0.9761489
30693,53409,,5,"Excellent to strengthen the language and support it in new, official and academic terms","excellent to strengthen the language and support it in new, official and academic term","Excellent to strengthen the language and support it in new, official and academic terms",en,0.9628959894180298,positive,positive,0.8271,positive,0.9670049,0.0030239888,0.029971158,0.9670049
30694,53410,,4,It lacks the translation of the mother language of the user and graphics for storage in the subconscious because it ships relatively information within the information he receives,it lack the translation of the mother language of the user and graphic for storage in the subconscious because it ship relatively information within the information he receive,It lacks the translation of the mother language of the user and graphics for storage in the subconscious because it ships relatively information within the information he receives,en,0.938532531261444,neutral,negative,-0.3182,neutral,0.5759827,0.39964363,0.5759827,0.02437367
30695,53411,,4,"It is useful, but it has ads. You must subscribe in order to be able to take all the features","it be useful, but it have ads. you must subscribe in order to be able to take all the feature","It is useful, but it has ads. You must subscribe in order to be able to take all the features",en,0.9747921228408812,neutral,neutral,0.2382,neutral,0.55967206,0.3911152,0.55967206,0.049212713
30696,53412,,5,The most beautiful and best assistant program for beginners and students in the English language .. Greetings,the most beautiful and best assistant program for beginner and student in the english language. greeting,The most beautiful and best assistant program for beginners and students in the English language .. Greetings,en,0.904893398284912,positive,positive,0.9053,positive,0.9825059,0.0023410253,0.015153014,0.9825059
30697,53413,,5,"The best application to learn the tone ever, 💥 💣 👌 👌 👌 and develop your linguistic outcome","the best application to learn the tone ever, 💥 💣 👌 👌 👌 and develop your linguistic outcome","The best application to learn the tone ever, 💥💣👌👌👌 and develop your linguistic outcome",en,0.8535579442977905,positive,positive,0.6369,positive,0.9514591,0.0033425775,0.045198325,0.9514591
30698,53414,,5,An excellent educational program teaching the word pronunciation correctly,an excellent educational program teach the word pronunciation correctly,An excellent educational program teaching the word pronunciation correctly,en,0.8254030346870422,positive,positive,0.5719,positive,0.8848793,0.005577123,0.10954356,0.8848793
30699,53415,,5,Good app to improve your reading skill and correct your mistakes,good app to improve your reading skill and correct your mistake,Good app to improve your reading skill and correct your mistakes,en,0.932161509990692,positive,positive,0.5267,positive,0.65135974,0.03011086,0.31852946,0.65135974
30700,53416,,4,"Wonderful and I learned new words, but I search for an application without a fee","wonderful and i learn new words, but i search for an application without a fee","Wonderful and I learned new words, but I search for an application without a fee",en,0.901348114013672,neutral,positive,0.3291,positive,0.8512558,0.010137555,0.13860668,0.8512558
30701,53417,,5,The most beautiful application to learn English frankly,the most beautiful application to learn english frankly,The most beautiful application to learn English frankly,en,0.8918667435646057,positive,positive,0.6361,positive,0.9628101,0.011366632,0.025823288,0.9628101
30702,53418,,4,"The application is excellent, but I hope for free lessons is more than confirmed","the application be excellent, but i hope for free lesson be more than confirm","The application is excellent, but I hope for free lessons is more than confirmed",en,0.8699802160263062,neutral,positive,0.8922,positive,0.9607301,0.006300303,0.0329696,0.9607301
30703,53419,,5,"The best application to learn the English language, you can do one Zio to learn other languages","the best application to learn the english language, you can do one zio to learn other language","The best application to learn the English language, you can do one Zio to learn other languages",en,0.8742194771766663,positive,positive,0.6369,positive,0.89086384,0.0062208865,0.10291529,0.89086384
30704,53420,,4,The program is excellent and I recommend it to learn from it the English conversation,the program be excellent and i recommend it to learn from it the english conversation,The program is excellent and I recommend it to learn from it the English conversation,en,0.903162717819214,neutral,positive,0.7351,positive,0.98152345,0.0031227916,0.01535374,0.98152345
30705,53421,,5,"It understands you accurately for him to speak outside the specified, it is a very good copy","it understand you accurately for him to speak outside the specified, it be a very good copy","It understands you accurately for him to speak outside the specified, it is a very good copy",en,0.9897380471229552,positive,positive,0.4927,positive,0.84037244,0.012119795,0.14750773,0.84037244
30706,53422,,2,"Nice application, but the Arabic language does not have","nice application, but the arabic language do not have","Nice application, but the Arabic language does not have",en,0.9358201026916504,negative,neutral,0.2263,negative,0.60568964,0.60568964,0.30942374,0.08488665
30707,53423,,3,Two stars were detracted due to the lack of Arabic language. Please add the Arabic language. Thank you,two star be detract due to the lack of arabic language. please add the arabic language. thank you,Two stars were detracted due to the lack of Arabic language. Please add the Arabic language. Thank you,en,0.8314159512519836,neutral,positive,0.3612,negative,0.47213992,0.47213992,0.48212686,0.045733202
30708,53424,,4,"Very wonderful, but I cannot understand a little because it is all written English and I am not a beginner","very wonderful, but i cannot understand a little because it be all write english and i be not a beginner","Very wonderful, but I cannot understand a little because it is all written English and I am not a beginner",en,0.9291210770606996,neutral,positive,0.3604,negative,0.47040278,0.47040278,0.2774919,0.2521053
30709,53425,,2,"A good program to teach speech, but there is no translation into Arabic","a good program to teach speech, but there be no translation into arabic","A good program to teach speech, but there is no translation into Arabic",en,0.9484435319900512,negative,negative,-0.2144,negative,0.593911,0.593911,0.37010947,0.03597957
30710,53426,,4,"The application is very sweet, but I have a problem, I don’t know how I want to transform the language of the application for Arabic.","the application be very sweet, but i have a problem, i do not t know how i want to transform the language of the application for arabic.","The application is very sweet, but I have a problem, I don’t know how I want to transform the language of the application for Arabic.",en,0.9492568373680116,neutral,negative,-0.4091,negative,0.86728,0.86728,0.12263413,0.01008587
30711,53427,,3,"Excellent excellent, very good, but where is the important language in the world and the (Arabic) application?","excellent excellent, very good, but where be the important language in the world and the arabic application?","Excellent excellent, very good, but where is the important language in the world and the (Arabic) application?",en,0.9189823269844056,neutral,positive,0.7904,positive,0.93822753,0.005164362,0.056608062,0.93822753
30712,53428,,2,"A beautiful program, but it needs to add the Arabic language to understand the program","a beautiful program, but it need to add the arabic language to understand the program","A beautiful program, but it needs to add the Arabic language to understand the program",en,0.922505021095276,negative,positive,0.3506,positive,0.7340319,0.068124816,0.19784321,0.7340319
30713,53429,,5,"I advise everyone to download an excellent education, and a sound, from a program","i advise everyone to download an excellent education, and a sound, from a program","I advise everyone to download an excellent education, and a sound, from a program",en,0.9641286134719848,positive,positive,0.5719,positive,0.86263824,0.010240848,0.1271209,0.86263824
30714,53430,,1,The application is not free although there is a lot better than it for free,the application be not free although there be a lot good than it for free,The application is not free although there is a lot better than it for free,en,0.9238174557685852,negative,negative,-0.362,neutral,0.46080038,0.08715137,0.46080038,0.45204824
30715,53431,,4,"Good application, but if they add the user's language for easy memorization ♡","good application, but if they add the user language for easy memorization ♡","Good application, but if they add the user's language for easy memorization ♡",en,0.8492452502250671,neutral,positive,0.7003,positive,0.9526255,0.004822814,0.042551644,0.9526255
30716,53432,,4,Very beautiful and useful for learning and practicing the English language,very beautiful and useful for learn and practice the english language,Very beautiful and useful for learning and practicing the English language,en,0.9324085116386414,neutral,positive,0.8104,positive,0.98161787,0.0029438704,0.01543826,0.98161787
30717,53433,,4,"Very good, but if we open a free Pro version for a short period","very good, but if we open a free pro version for a short period","Very good, but if we open a free Pro version for a short period",en,0.8641787767410278,neutral,positive,0.7612,positive,0.9199132,0.0071458463,0.07294098,0.9199132
30718,53434,,3,Because it is not only free of charge got 3 stars and the program appears above the wonderful,because it be not only free of charge get 3 star and the program appear above the wonderful,Because it is not only free of charge got 3 stars and the program appears above the wonderful,en,0.8228837251663208,neutral,neutral,0.2495,positive,0.8004785,0.00761733,0.19190413,0.8004785
30719,53435,,5,It helps you to improve pronunciation and learn new words,it help you to improve pronunciation and learn new word,It helps you to improve pronunciation and learn new words,en,0.893881618976593,positive,positive,0.6808,positive,0.71107733,0.011676473,0.27724615,0.71107733
30720,53436,,1,"Very nice and useful for learning the English language, but it works on the Internet","very nice and useful for learn the english language, but it work on the internet","Very nice and useful for learning the English language, but it works on the Internet",en,0.9247922897338868,negative,positive,0.4816,positive,0.94108564,0.0053044613,0.05360989,0.94108564
30721,53437,,5,"An excellent program to improve the pronunciation of the English language is smooth, light and gentle","an excellent program to improve the pronunciation of the english language be smooth, light and gentle","An excellent program to improve the pronunciation of the English language is smooth, light and gentle",en,0.8050613403320312,positive,positive,0.8591,positive,0.9253706,0.005307959,0.069321446,0.9253706
30722,53438,,5,"The application is more than wonderful. Evidence. English, you did not improve the form of Kalsh Jubeir and all of it thanks to this application 🤩","the application be more than wonderful. evidence. english, you do not improve the form of kalsh jubeir and all of it thank to this application 🤩","The application is more than wonderful. Evidence. English, you did not improve the form of Kalsh Jubeir and all of it thanks to this application 🤩",en,0.9019811749458312,positive,positive,0.6215,positive,0.97276413,0.006433423,0.020802425,0.97276413
30723,53439,,5,"The greatest and best application for the English language, I congratulate those who prepared it","the great and best application for the english language, i congratulate those who prepare it","The greatest and best application for the English language, I congratulate those who prepared it",en,0.8806588649749756,positive,positive,0.91,positive,0.9782341,0.003197781,0.018568136,0.9782341
30724,53440,,5,A more than wonderful application .. simple and very useful .. and I recommend installing it,a more than wonderful application. simple and very useful. and i recommend instal it,A more than wonderful application .. simple and very useful .. and I recommend installing it,en,0.9376895427703856,positive,positive,0.8731,positive,0.9879265,0.0037149063,0.00835867,0.9879265
30725,53441,,5,The best English language learning program,the best english language learn program,The best English language learning program,en,0.7573530077934265,positive,positive,0.6369,positive,0.96722364,0.0035408817,0.029235475,0.96722364
30726,53442,,5,The most wonderful application for pronunciation and listening simply Magnificent,the most wonderful application for pronunciation and listen simply magnificent,The most wonderful application for pronunciation and listening simply Magnificent,en,0.8172965049743652,positive,positive,0.8357,positive,0.9718765,0.0075351926,0.020588346,0.9718765
30727,53443,,2,"It is a very beautiful program, but the problem is that the first week is free and after it is 277 c subscription","it be a very beautiful program, but the problem be that the first week be free and after it be 277 c subscription","It is a very beautiful program, but the problem is that the first week is free and after it is 277 c subscription",en,0.92542564868927,negative,positive,0.5418,neutral,0.36018044,0.29154032,0.36018044,0.34827927
30728,53444,,5,A new program for all levels to learn the English language,a new program for all level to learn the english language,A new program for all levels to learn the English language,en,0.8632052540779114,positive,neutral,0.0,neutral,0.5789931,0.00921159,0.5789931,0.41179535
30729,53445,,5,"A very high application you will not regret downloading it, but it works on the net if it was without the net it was the most wonderful","a very high application you will not regret download it, but it work on the net if it be without the net it be the most wonderful","A very high application you will not regret downloading it, but it works on the net if it was without the net it was the most wonderful",en,0.866998553276062,positive,positive,0.7995,positive,0.9605806,0.0074899173,0.031929523,0.9605806
30730,53446,,5,A very beautiful and wonderful program that helps you to pronounce the words correctly and reduces your dialect,a very beautiful and wonderful program that help you to pronounce the word correctly and reduce your dialect,A very beautiful and wonderful program that helps you to pronounce the words correctly and reduces your dialect,en,0.9469671845436096,positive,positive,0.8969,positive,0.9550278,0.0044056596,0.04056657,0.9550278
30731,53447,,5,A beautiful application that helps to learn the language greatly,a beautiful application that help to learn the language greatly,A beautiful application that helps to learn the language greatly,en,0.9383134245872498,positive,positive,0.765,positive,0.9812417,0.0043598446,0.014398381,0.9812417
30732,53448,,5,"Ok, for the first lesson, I feel beautiful and useful to pronounce, improve my words for letters, thanks","ok, for the first lesson, i feel beautiful and useful to pronounce, improve my word for letters, thanks","Ok, for the first lesson, I feel beautiful and useful to pronounce, improve my words for letters, thanks",en,0.8556653261184692,positive,positive,0.93,positive,0.96211207,0.00840966,0.029478218,0.96211207
30733,53449,,5,An application that helps improve pronunciation,an application that help improve pronunciation,An application that helps improve pronunciation,en,0.8470519185066223,positive,positive,0.6808,neutral,0.5451565,0.012256321,0.5451565,0.4425873
30734,53450,,5,Very cool and it is an excellent program for young and old,very cool and it be an excellent program for young and old,Very cool and it is an excellent program for young and old,en,0.9548715949058532,positive,positive,0.7425,positive,0.98587614,0.0025831787,0.011540693,0.98587614
30735,53451,,1,"Unfortunately, the Arabic language does not exist 😔 I hope to add the Arabic language","unfortunately, the arabic language do not exist 😔 i hope to add the arabic language","Unfortunately, the Arabic language does not exist 😔 I hope to add the Arabic language",en,0.7753843665122986,negative,negative,-0.5867,negative,0.9166644,0.9166644,0.076492704,0.006842918
30736,53452,,1,Most levels are closed and need to pay the money to open 😒,most level be close and need to pay the money to open 😒,Most levels are closed and need to pay the money to open 😒,en,0.95984548330307,negative,neutral,-0.1027,negative,0.6703463,0.6703463,0.30150333,0.028150335
30737,53453,,5,A wonderful and excellent program for beginners I advise everyone to download it,a wonderful and excellent program for beginner i advise everyone to download it,A wonderful and excellent program for beginners I advise everyone to download it,en,0.9192181825637816,positive,positive,0.8126,positive,0.98904467,0.0021329764,0.008822324,0.98904467
30738,53454,,5,"Finally, there is an application that helps you in the correct pronunciation very wonderful","finally, there be an application that help you in the correct pronunciation very wonderful","Finally, there is an application that helps you in the correct pronunciation very wonderful",en,0.930351495742798,positive,positive,0.7713,positive,0.9476592,0.005493487,0.046847355,0.9476592
30739,53455,,5,"Roh, a very rigid program, to improve the pronunciation of English","roh, a very rigid program, to improve the pronunciation of english","Roooooooh, a very rigid program, to improve the pronunciation of English",en,0.8710968494415283,positive,neutral,0.2748,neutral,0.51232284,0.44413236,0.51232284,0.04354478
30740,53456,,5,Excellent and helps in learning if you are patient and understood,excellent and help in learn if you be patient and understood,Excellent and helps in learning if you are patient and understood,en,0.895260214805603,positive,positive,0.7506,positive,0.94234043,0.0047918037,0.052867725,0.94234043
30741,53457,,5,A wonderful and very useful application in the improvement of speech,a wonderful and very useful application in the improvement of speech,A wonderful and very useful application in the improvement of speech,en,0.9464312195777892,positive,positive,0.8718,positive,0.96868783,0.0034054897,0.02790667,0.96868783
30742,53458,,5,A great application to improve the English language,a great application to improve the english language,A great application to improve the English language,en,0.8414480090141296,positive,positive,0.7906,positive,0.9742312,0.0030899278,0.022678822,0.9742312
30743,53459,,5,More than a wonderful application I enjoyed and good from English in a short time,more than a wonderful application i enjoy and good from english in a short time,More than a wonderful application I enjoyed and good from English in a short time,en,0.9517298340797424,positive,positive,0.8773,positive,0.98472726,0.0037878542,0.011484856,0.98472726
30744,53460,,5,Good and wonderful application to learn to speak and hear,good and wonderful application to learn to speak and hear,Good and wonderful application to learn to speak and hear,en,0.9825851917266846,positive,positive,0.765,positive,0.9535242,0.0062171146,0.040258646,0.9535242
30745,53461,,3,Beautiful and useful if it supports the translation except Arabic,beautiful and useful if it support the translation except arabic,Beautiful and useful if it supports the translation except Arabic,en,0.7908380627632141,neutral,positive,0.8591,positive,0.94033974,0.0070857196,0.052574538,0.94033974
30746,53462,,5,Wonderful and very useful to learn English,wonderful and very useful to learn english,Wonderful and very useful to learn English,en,0.9394756555557252,positive,positive,0.7841,positive,0.983356,0.003302385,0.013341634,0.983356
30747,53463,,4,"The application is beautiful and wealth, but it is all Angech, so it is the first thing that I will feel difficult and good luck, God willing.","the application be beautiful and wealth, but it be all angech, so it be the first thing that i will feel difficult and good luck, god willing.","The application is beautiful and wealth, but it is all Angech, so it is the first thing that I will feel difficult and good luck, God willing.",en,0.9133623838424684,neutral,positive,0.8957,positive,0.9327911,0.014521597,0.052687332,0.9327911
30748,53464,,5,"An excellent application, but I ask me to subscribe and I do not have money to subscribe","an excellent application, but i ask me to subscribe and i do not have money to subscribe","An excellent application, but I ask me to subscribe and I do not have money to subscribe",en,0.9337726831436156,positive,positive,0.3291,negative,0.66883683,0.66883683,0.24819201,0.082971156
30749,53465,,5,A very excellent and special application for pronunciation 😊,a very excellent and special application for pronunciation 😊,A very excellent and special application for pronunciation 😊,en,0.9318204522132874,positive,positive,0.788,positive,0.9779056,0.003477299,0.018617079,0.9779056
30750,53466,,3,Good to learn to read and spell it and the way of pronouncing,good to learn to read and spell it and the way of pronounce,Good to learn to read and spell it and the way of pronouncing,en,0.9669045209884644,neutral,positive,0.4404,positive,0.7044745,0.01620567,0.2793198,0.7044745
30751,53467,,5,A more than wonderful application helps you improve your language beautifully,a more than wonderful application help you improve your language beautifully,A more than wonderful application helps you improve your language beautifully,en,0.8777121305465698,positive,positive,0.9228,positive,0.97919834,0.0042260657,0.016575605,0.97919834
30752,53468,,5,"The best application, but for me the interface is a little complicated means difficult","the best application, but for me the interface be a little complicated mean difficult","The best application, but for me the interface is a little complicated means difficult",en,0.8941641449928284,positive,neutral,-0.0656,neutral,0.40067118,0.39594862,0.40067118,0.20338017
30753,53471,,5,A wonderful and beautiful program that shows a lot of the word and vocal letters of the word,a wonderful and beautiful program that show a lot of the word and vocal letter of the word,A wonderful and beautiful program that shows a lot of the word and vocal letters of the word,en,0.910454034805298,positive,positive,0.8225,positive,0.976502,0.0033839624,0.02011401,0.976502
30754,53473,,2,"Good application, but there is no Arabic language until you understand the explanation","good application, but there be no arabic language until you understand the explanation","Good application, but there is no Arabic language until you understand the explanation",en,0.9135008454322816,negative,negative,-0.2144,neutral,0.4419387,0.20858327,0.4419387,0.349478
30755,53474,,5,Beautiful program suitable for all ages and all categories,beautiful program suitable for all age and all category,Beautiful program suitable for all ages and all categories,en,0.8623508214950562,positive,positive,0.5994,positive,0.97838986,0.0040335963,0.017576586,0.97838986
30756,53475,,4,Wonderful but most features are paid.,wonderful but most feature be paid.,Wonderful but most features are paid.,en,0.8853281736373901,neutral,positive,0.3291,neutral,0.3421511,0.06408506,0.3421511,0.5937638
30757,53476,,5,An unparalleled application in the full sense of the word I advise you to try it,an unparalleled application in the full sense of the word i advise you to try it,An unparalleled application in the full sense of the word I advise you to try it,en,0.9400998950004578,positive,neutral,0.0,positive,0.9733084,0.0046101618,0.022081517,0.9733084
30758,53477,,3,The strongest program for teaching English,the strong program for teach english,The strongest program for teaching English,en,0.8765899538993835,neutral,positive,0.5106,neutral,0.46632475,0.014484765,0.46632475,0.51919055
30759,53480,,3,Sometimes one needs to know and translate some of the words he learns. The person cannot learn without knowing the meanings,sometimes one need to know and translate some of the word he learns. the person cannot learn without know the meaning,Sometimes one needs to know and translate some of the words he learns. The person cannot learn without knowing the meanings,en,0.9616167545318604,neutral,neutral,0.0,neutral,0.8358898,0.073380895,0.8358898,0.09072936
30760,53481,,5,"Very cool, I advise you to download it and start learning","very cool, i advise you to download it and start learning","Very cool, I advise you to download it and start learning",en,0.9824779629707336,positive,positive,0.3804,positive,0.9843329,0.0022507238,0.013416358,0.9843329
30761,53482,,5,"Add a camel composition, and to develop audio","add a camel composition, and to develop audio","Add a camel composition, and to develop audio",en,0.8674801588058472,positive,neutral,0.0,neutral,0.88092136,0.028838564,0.88092136,0.09024013
30762,53483,,5,"Excellent, I hope it will remain available without the need to subscribe","excellent, i hope it will remain available without the need to subscribe","Excellent, I hope it will remain available without the need to subscribe",en,0.8768947124481201,positive,positive,0.765,positive,0.9657151,0.004174611,0.030110225,0.9657151
30763,53484,,5,It is one of the most beautiful applications that follow a comment that does not hesitate to come because it is very sweet. She benefits a lot and learned new things with a people !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,it be one of the most beautiful application that follow a comment that do not hesitate to come because it be very sweet. she benefit a lot and learn new thing with a people! !,It is one of the most beautiful applications that follow a comment that does not hesitate to come because it is very sweet. She benefits a lot and learned new things with a people !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,en,0.9535704255104064,positive,positive,0.9209,positive,0.9828509,0.005412009,0.011737119,0.9828509
30764,53485,,5,"Very nice application for pronunciation, thank you ELSA team","very nice application for pronunciation, thank you elsa team","Very nice application for pronunciation, thank you ELSA team",en,0.921948492527008,positive,positive,0.6801,positive,0.98099923,0.0044567506,0.014543998,0.98099923
30765,53486,,4,It does not contain its translation in the local language,it do not contain it be translation in the local language,It does not contain its translation in the local language,en,0.6743403673171997,neutral,neutral,0.0,neutral,0.6877352,0.28956622,0.6877352,0.022698587
30766,53487,,5,Wonderful app for Android,wonderful app for android,Wonderful app for Android,en,0.6706991195678711,positive,positive,0.5719,positive,0.97234344,0.004497706,0.02315882,0.97234344
30767,53488,,5,A very ideal application for learning the English language,a very ideal application for learn the english language,A very ideal application for learning the English language,en,0.9377105236053468,positive,positive,0.5709,positive,0.95797396,0.0033194108,0.0387067,0.95797396
30768,53489,,5,Very very excellent and comfortable and also lets you speak the word shout,very very excellent and comfortable and also let u you speak the word shout,Very very excellent and comfortable and also lets you speak the word shout,en,0.991881787776947,positive,positive,0.8332,positive,0.97609216,0.0033623285,0.020545531,0.97609216
30769,53490,,2,"After reading the stimulating comments .... I carried the application, but I was shocked by that I am not free and I am as a secondary student, I do not have an expense like creation 😑 what benefit me","after read the stimulate comments. i carry the application, but i be shock by that i be not free and i be as a secondary student, i do not have an expense like creation 😑 what benefit me","After reading the stimulating comments .... I carried the application, but I was shocked by that I am not free and I am as a secondary student, I do not have an expense like creation 😑 what benefit me",en,0.9519065618515016,negative,positive,0.5263,negative,0.80049324,0.80049324,0.18675147,0.012755348
30770,53491,,5,"This is the best interactive program to learn English, frankly, start 😎 😍","this be the best interactive program to learn english, frankly, start 😎 😍","This is the best interactive program to learn English, frankly, start 😎😍",en,0.7125052809715271,positive,positive,0.6369,positive,0.9865854,0.0025233035,0.010891278,0.9865854
30771,53492,,5,"Good, but I want the same applicable to learn the French language, please","good, but i want the same applicable to learn the french language, please","Good, but I want the same applicable to learn the French language, please",en,0.938382089138031,positive,positive,0.6542,positive,0.7334593,0.04630468,0.22023602,0.7334593
30772,53493,,1,The application has no advantage because it is not free of charge every year. I hope that it is free,the application have no advantage because it be not free of charge every year. i hope that it be free,The application has no advantage because it is not free of charge every year. I hope that it is free,en,0.946996569633484,negative,negative,-0.4027,negative,0.6644447,0.6644447,0.3000043,0.035551026
30773,53494,,4,"An excellent application, but it has a lot of paid services","an excellent application, but it have a lot of pay service","An excellent application, but it has a lot of paid services",en,0.9793634414672852,neutral,neutral,0.1901,positive,0.95922965,0.010066575,0.03070378,0.95922965
30774,53495,,3,I hope it becomes free and depends on ads.,i hope it become free and depend on ads.,I hope it becomes free and depends on ads.,en,0.9814016819000244,neutral,positive,0.7351,neutral,0.6242221,0.10521494,0.6242221,0.27056298
30775,53496,,4,Good and useful to adjust the pronunciation pronouncement,good and useful to adjust the pronunciation pronouncement,Good and useful to adjust the pronunciation pronouncement,en,0.8374503254890442,neutral,positive,0.7003,neutral,0.45906922,0.024842795,0.45906922,0.516088
30776,53497,,1,"A paid application, in a free experience, but you must enter your card data and frankly, this is the worst way for free experience in applications","a pay application, in a free experience, but you must enter your card data and frankly, this be the bad way for free experience in application","A paid application, in a free experience, but you must enter your card data and frankly, this is the worst way for free experience in applications",en,0.9201235175132751,negative,neutral,0.1655,negative,0.7688749,0.7688749,0.21728355,0.013841608
30777,53498,,5,The best application to develop the level of English language use,the best application to develop the level of english language use,The best application to develop the level of English language use,en,0.8265500664710999,positive,positive,0.6369,positive,0.8080525,0.0072621736,0.18468532,0.8080525
30778,53499,,5,Wonderful program to learn English,wonderful program to learn english,Wonderful program to learn English,en,0.8649765849113464,positive,positive,0.5719,positive,0.96049774,0.004344676,0.035157517,0.96049774
30779,53500,,5,"A very masterpiece application and helps to improve the American dialect, and not, but this is a beautiful feeling 😍","a very masterpiece application and help to improve the american dialect, and not, but this be a beautiful feeling 😍","A very masterpiece application and helps to improve the American dialect, and not, but this is a beautiful feeling 😍",en,0.933784544467926,positive,positive,0.9117,positive,0.97479916,0.0059978585,0.01920293,0.97479916
30780,53501,,5,A good application to learn the English language I recommend it,a good application to learn the english language i recommend it,A good application to learn the English language I recommend it,en,0.870278000831604,positive,positive,0.6597,positive,0.95578045,0.003426908,0.040792566,0.95578045
30781,53502,,4,"Wonderful, I started using it now, really helps me to retrieve my English, thank you","wonderful, i start use it now, really help me to retrieve my english, thank you","Wonderful, I started using it now, really helps me to retrieve my English, thank you",en,0.8396859765052795,neutral,positive,0.8479,positive,0.98033,0.0039414475,0.015728606,0.98033
30782,53503,,4,Very cool according to my simple experience and its price is appropriate,very cool accord to my simple experience and it be price be appropriate,Very cool according to my simple experience and its price is appropriate,en,0.8917577266693115,neutral,positive,0.3804,positive,0.85661316,0.009576992,0.13380985,0.85661316
30783,53504,,5,"A very beautiful program and also useful to the maximum, and I recommend downloading it","a very beautiful program and also useful to the maximum, and i recommend download it","A very beautiful program and also useful to the maximum, and I recommend downloading it",en,0.955590844154358,positive,positive,0.8622,positive,0.9891561,0.0030254652,0.007818323,0.9891561
30784,53505,,5,Excellent and very wonderful to learn the language,excellent and very wonderful to learn the language,Excellent and very wonderful to learn the language,en,0.9559857249259948,positive,positive,0.8268,positive,0.98589325,0.0034864927,0.010620286,0.98589325
30785,53506,,5,"I just use the app, but I think it will be very useful in developing the skill of speaking","i just use the app, but i think it will be very useful in develop the skill of speaking","I just use the app, but I think it will be very useful in developing the skill of speaking",en,0.9660853147506714,positive,positive,0.6474,positive,0.9124059,0.004062236,0.08353184,0.9124059
30786,53507,,4,"The app is amazing, but I feel that it does not receive the sound well","the app be amazing, but i feel that it do not receive the sound well","The app is amazing, but I feel that it does not receive the sound well",en,0.9571660161018372,neutral,positive,0.6187,negative,0.82443184,0.82443184,0.1467548,0.028813364
30787,53508,,4,Lessons are difficult for children,lesson be difficult for child,Lessons are difficult for children,en,0.9246788620948792,neutral,negative,-0.3612,negative,0.55888677,0.55888677,0.41431096,0.02680232
